"image","xmin","ymin","xmax","ymax","label"
"safe-100.jpg",3.2079041822721597,283.22920203735146,309.1379915730337,436.6112054329372,"safe"
"safe-100.jpg",475.4925483770287,4.057724957555179,688.9132724719101,150.94736842105263,"safe"
"safe-1.jpeg",26.07809847198642,110.83191850594228,121.26315789473685,212.53650254668932,"safe"
"safe-1.jpeg",165.59592529711375,131.69439728353143,256.8692699490662,222.9677419354839,"safe"
"safe-1.jpeg",285.55517826825127,99.74872665534805,363.7894736842105,181.89473684210526,"safe"
"safe-1.jpeg",381.39219015280145,110.83191850594228,480.48896434634986,172.76740237691007,"safe"
"safe-1.jpeg",4.5636672325976235,398.3429541595926,114.09168081494059,484.4006791171478,"safe"
"safe-1.jpeg",221.66383701188457,609.5755517826825,337.05942275042446,681.9422750424449,"safe"
"safe-1.jpeg",325.9762308998302,573.7181663837013,447.2393887945672,649.9966044142616,"safe"
"safe-1.jpeg",421.16129032258067,534.6010186757215,550.2478777589135,614.1392190152803,"safe"
"safe-1.jpeg",527.4295415959253,511.78268251273346,665.6434634974534,589.365025466893,"safe"
"safe-1.jpeg",8.475382003395586,156.4685908319185,760.1765704584041,583.4974533106961,"safe"
"safe-102.jpg",51.35699999999999,12.584889643463498,749.3181406249998,344.32258064516134,"safe"
"safe-102.jpg",685.8771406249999,17.115449915110357,906.4101406249999,199.34465195246182,"safe"
"safe-102.jpg",701.9891406249998,153.53565365025472,1001.9649999999999,449.0288624787777,"safe"
"safe-102.jpg",479.33199999999994,291.4660441426147,839.4446406249999,566.8234295415959,"safe"
"safe-102.jpg",283.5806406249999,304.55432937181666,527.6679999999999,532.5925297113753,"safe"
"safe-102.jpg",32.334140624999996,331.73769100169784,275.021140625,551.7215619694398,"safe"
"safe-10.jpeg",27.164685908319186,479.45670628183353,757.8947368421052,1173.5144312393888,"safe"
"safe-10.jpeg",182.00339558573853,111.37521222410865,881.4940577249575,452.29202037351445,"safe"
"safe-10.jpeg",789.1341256366723,592.1901528013582,1162.648556876061,1157.2156196943972,"safe"
"safe-10.jpeg",1169.439728353141,251.27334465195244,1597.283531409168,949.4057724957555,"safe"
"safe-10.jpeg",771.4770797962648,290.6621392190152,1140.9168081494056,612.5636672325975,"safe"
"safe-103.jpg",59.924839351285186,264.9991511035654,341.3813876988984,607.1290322580646,"safe"
"safe-103.jpg",385.55691554467563,75.47792869269949,708.7620486536107,452.86757215619696,"safe"
"safe-103.jpg",541.8709837821297,298.6061120543294,864.0864060587514,619.8005093378608,"safe"
"safe-103.jpg",145.29815636474908,43.52376910016978,473.57233017135854,396.1213921901528,"safe"
"safe-104.jpg",118.5576923076923,294.74363327674024,148.32692307692307,346.3497453310696,"safe"
"safe-104.jpg",264.28846153846155,258.03056027164683,319.3269230769231,315.8709677419355,"safe"
"safe-104.jpg",345.28846153846155,288.16298811544993,414.1730769230769,351.5449915110357,"safe"
"safe-104.jpg",381.63461538461536,324.8760611205433,413.4807692307692,356.3938879456706,"safe"
"safe-104.jpg",412.0961538461538,286.7775891341256,500.3653846153846,360.8964346349745,"safe"
"safe-104.jpg",492.40384615384613,298.20713073005095,548.1346153846154,345.3106960950764,"safe"
"safe-104.jpg",425.25,250.7572156196944,446.36538461538464,286.0848896434635,"safe"
"safe-104.jpg",201.28846153846155,324.8760611205433,246.6346153846154,345.31069609507637,"safe"
"safe-104.jpg",276.0576923076923,343.9252971137521,336.6346153846154,358.47198641765704,"safe"
"safe-104.jpg",250.09615384615384,307.90492359932085,342.1730769230769,336.9983022071307,"safe"
"safe-104.jpg",59.71153846153846,335.26655348047535,164.59615384615384,366.78438030560267,"safe"
"safe-104.jpg",563.3653846153846,293.01188455008486,585.5192307692308,317.94906621392187,"safe"
"safe-104.jpg",576.8653846153846,308.25127334465196,606.6346153846154,326.60780984719867,"safe"
"safe-104.jpg",514.9038461538462,280.54329371816635,538.4423076923077,298.2071307300509,"safe"
"safe-105.jpg",6.101190476190476,405.8421052631579,242.41071428571428,556.9915110356537,"safe"
"safe-105.jpg",176.33928571428572,370.1375212224109,397.17261904761904,457.018675721562,"safe"
"safe-105.jpg",271.57738095238096,407.62733446519525,722.7678571428571,546.8752122241086,"safe"
"safe-106.jpg",1.0824968632371392,114.60101867572158,418.28952321204514,584.7198641765705,"safe"
"safe-106.jpg",342.38739021329985,162.47877758913413,778.4425972396486,573.5144312393888,"safe"
"safe-106.jpg",248.14648682559599,7.640067911714771,548.1891468005019,221.56196943972836,"safe"
"safe-107.jpg",326.7778440054496,836.5959252971137,613.4781164850136,1194.125636672326,"safe"
"safe-107.jpg",53.05577316076294,625.3820033955857,337.39637261580384,711.5195246179966,"safe"
"safe-107.jpg",130.92498297002726,729.2190152801357,422.3446014986376,900.3140916808148,"safe"
"safe-107.jpg",200.5353371934605,595.8828522920203,585.1989100817439,812.9966044142615,"safe"
"safe-107.jpg",591.0612227520436,648.981324278438,762.1375170299727,877.8947368421052,"safe"
"safe-107.jpg",663.03125,862.5551782682512,844.7260728882834,1028.93039049236,"safe"
"safe-109.jpg",97.41086587436332,193.2937181663837,350.29711375212224,290.3225806451613,"safe"
"safe-108.jpg",688.4550084889644,160.4414261460102,947.3684210526317,316.6383701188455,"safe"
"safe-108.jpg",27.164685908319186,50.93378607809847,186.75721561969442,185.90831918505944,"safe"
"safe-108.jpg",45.840407470288625,393.0390492359932,381.15449915110355,897.2835314091681,"safe"
"safe-108.jpg",460.9507640067912,683.3616298811545,699.490662139219,786.9269949066214,"safe"
"safe-108.jpg",439.7283531409168,752.9711375212224,696.0950764006791,881.1544991511036,"safe"
"safe-108.jpg",666.383701188455,579.7962648556875,847.1986417657046,843.8030560271645,"safe"
"safe-108.jpg",808.1494057724958,578.0984719864176,978.7775891341257,806.4516129032257,"safe"
"safe-108.jpg",205.43293718166385,0,312.39388794567066,54.32937181663837,"safe"
"safe-108.jpg",2.5466893039049237,5.942275042444821,923.5993208828523,848.8964346349746,"safe"
"safe-111.jpg",65.59593290441177,67.25806451612902,919.1351485906864,1198.8455008488963,"safe"
"safe-11.jpeg",10.788235294117648,705.9824116492147,493.94705882352946,882,"safe"
"safe-11.jpeg",81.68235294117648,627.4797938481676,541.7235294117647,752.1604221204188,"safe"
"safe-11.jpeg",97.09411764705882,533.5845058900524,251.9823529411765,668.2703697643979,"safe"
"safe-11.jpeg",198.81176470588235,387.3541393979057,358.32352941176475,590.5373854712042,"safe"
"safe-11.jpeg",960.1529411764707,376.5792702879581,1296.129411764706,747.5426210732984,"safe"
"safe-11.jpeg",508.5882352941177,759.8567571989529,908.5235294117647,866.0661812827225,"safe"
"safe-11.jpeg",884.635294117647,718.8376963350785,1202.8882352941177,873.7625163612565,"safe"
"safe-110.jpg",21.052631578947366,89.64346349745331,405.4329371816638,445.5008488964346,"safe"
"safe-110.jpg",375.55178268251274,203.0560271646859,740.2376910016978,457.0458404074703,"safe"
"safe-110.jpg",6.791171477079796,367.402376910017,377.58913412563663,715.7894736842105,"safe"
"safe-110.jpg",306.9609507640068,477.41935483870964,512.7334465195246,668.93039049236,"safe"
"safe-110.jpg",504.58404074702884,349.7453310696095,785.7385398981323,731.409168081494,"safe"
"safe-112.jpg",337.3853989813243,299.7962648556876,465.73853989813244,885.6366723259762,"safe"
"safe-112.jpg",658.2682512733446,276.8760611205433,788.4550084889643,942.4787775891341,"safe"
"safe-112.jpg",546.4176570458404,316.2988115449915,656.4346349745331,881.9694397283531,"safe"
"safe-112.jpg",480.4074702886248,310.79796264855685,576.6723259762309,885.6366723259762,"safe"
"safe-115.jpg",65.96618567454799,73.23005093378607,282.93419680111265,768.4634974533107,"safe"
"safe-115.jpg",214.22765994436716,76.84634974533107,362.4891342141864,774.7920203735144,"safe"
"safe-115.jpg",316.38343184979135,67.8056027164686,491.76590751043113,784.7368421052631,"safe"
"safe-115.jpg",407.6908031988873,51.53225806451613,624.6588143254519,725.0679117147708,"safe"
"safe-115.jpg",514.3667420027816,46.107809847198645,750.3194541029206,662.6867572156197,"safe"
"safe-115.jpg",602.9620132127956,56.05263157894737,895.8688282336578,661.7826825127335,"safe"
"safe-115.jpg",683.4209840055632,49.72410865874364,1068.5392037552156,697.0415959252971,"safe"
"safe-115.jpg",761.1678546592489,24.410016977928695,1212.2805111265645,622.9074702886247,"safe"
"safe-114.jpg",4.1799003746594,508.56536502546686,213.9482927452316,667.8607809847198,"safe"
"safe-114.jpg",17.143115633514984,587.623089983022,353.00823824931877,882.6146010186757,"safe"
"safe-114.jpg",5.358374489100817,1015.9507640067911,386.0055134536784,1288.522920203735,"safe"
"safe-114.jpg",655.8760856607629,930.9932088285228,844.4319439713896,1152.8268251273344,"safe"
"safe-114.jpg",400.14720282697544,795.2971137521222,495.60360609673023,1069.0492359932086,"safe"
"safe-114.jpg",752.5109630449591,533.3446519524617,847.9673663147139,866.0950764006791,"safe"
"safe-114.jpg",420.18126277247956,594.7028862478777,733.6553772138964,814.1765704584041,"safe"
"safe-114.jpg",76.06682135558583,744.5585738539897,356.54366059264305,971.1120543293717,"safe"
"safe-114.jpg",479.10496849455035,764.6179966044142,635.8420257152588,1066.6893039049235,"safe"
"safe-116.jpg",157.0418552036199,283.1918505942275,727.6866515837104,345.8404074702886,"safe"
"safe-116.jpg",145.3337104072398,268.93039049235995,693.5803167420813,319.35483870967744,"safe"
"safe-116.jpg",142.27941176470588,252.63157894736844,709.3608597285067,297.4533106960951,"safe"
"safe-116.jpg",186.56674208144796,226.14601018675722,725.6504524886877,263.83701188455007,"safe"
"safe-116.jpg",202.85633484162895,208.31918505942275,713.433257918552,233.786078098472,"safe"
"safe-113.jpg",61.462500000000006,140.82173174872665,1350.6625000000001,787.7215619694397,"safe"
"safe-113.jpg",389.2625000000001,638.0984719864176,1007.6000000000001,1155.1782682512733,"safe"
"safe-113.jpg",105.4625,1905.4940577249574,1495.8625000000002,2592,"safe"
"safe-113.jpg",129.66250000000002,1188.1833616298811,1234.0625,2030.9134125636672,"safe"
"safe-113.jpg",1086.6625000000001,1095.7691001697792,1900.6625000000004,1799.8777589134124,"safe"
"safe-113.jpg",1588.2625,1907.6943972835313,1936,2554.5942275042444,"safe"
"safe-113.jpg",1176.8625000000002,569.8879456706281,1909.4625,1128.774193548387,"safe"
"safe-117.jpg",469.890625,164.56366723259762,599.9603924418604,366.3123938879457,"safe"
"safe-117.jpg",440.63481104651163,282.0526315789474,545.4022529069767,466,"safe"
"safe-117.jpg",293.96039244186045,260.6910016977929,426.0069040697674,365.5212224108659,"safe"
"safe-117.jpg",277.5348837209302,347.32427843803055,440.23946220930225,465.6044142614601,"safe"
"safe-117.jpg",179.70457848837208,322.0067911714771,280.12318313953483,448.1986417657046,"safe"
"safe-117.jpg",251.26271802325581,291.151103565365,320.84411337209303,417.3429541595925,"safe"
"safe-117.jpg",78.890625,321.2156196943973,171.79760174418604,431.188455008489,"safe"
"safe-117.jpg",37.37899709302325,79.90831918505943,176.93713662790697,251.98811544991514,"safe"
"safe-117.jpg",2.192950581395349,246.84550084889645,101.82085755813954,420.11205432937186,"safe"
"safe-117.jpg",104.19295058139534,242.49405772495757,258.37899709302326,343.3684210526316,"safe"
"safe-118.jpg",1.3329857373519913,244.39388794567063,29.33083288482239,372.848896434635,"safe"
"safe-118.jpg",25.378195640473628,303.3514431239389,77.0918662540366,360.33276740237693,"safe"
"safe-118.jpg",85.9853000538213,314.8794567062818,165.69681781485468,367.9083191850594,"safe"
"safe-118.jpg",284.27593514531753,307.3039049235993,368.92824946178683,345.8404074702886,"safe"
"safe-118.jpg",194.3534378363832,312.24448217317484,258.91317949407966,329.3718166383701,"safe"
"safe-118.jpg",184.14245828848223,337.93548387096774,404.8313710979548,386.6825127334465,"safe"
"safe-118.jpg",390.00898143164693,311.9151103565365,572.4890675457481,366.9202037351443,"safe"
"safe-118.jpg",457.862587459634,224.30220713073004,567.5482709903122,321.13752122241084,"safe"
"safe-118.jpg",386.7151170613563,259.874363327674,441.06387917115177,314.5500848896435,"safe"
"safe-118.jpg",243.1026305166846,278.31918505942275,303.70973493003225,307.3039049235993,"safe"
"safe-118.jpg",98.50198466092573,238.1358234295416,138.6871299784715,265.8030560271647,"safe"
"safe-120.jpg",214.10845588235296,574.1477079796265,374.4025735294118,818.9507640067911,"safe"
"safe-120.jpg",409.6966911764706,430.7945670628184,571.4613970588235,742.4957555178269,"safe"
"safe-120.jpg",388.3731617647059,708.679117147708,650.8731617647059,849.8268251273345,"safe"
"safe-120.jpg",719.9908088235295,705.0033955857386,956.7555147058824,850.5619694397285,"safe"
"safe-120.jpg",982.4908088235295,580.0288624787777,1159.6966911764707,829.9779286926996,"safe"
"safe-120.jpg",589.84375,480.7843803056027,969.2555147058824,716.7657045840408,"safe"
"safe-120.jpg",660.4319852941177,691.7707979626487,783.2261029411765,824.8319185059424,"safe"
"safe-119.jpg",797.4420499435666,695.483870967742,1021.0520950902935,909.2869269949066,"safe"
"safe-119.jpg",154.04363007900676,816.1120543293717,481.56168876975164,976.6723259762308,"safe"
"safe-119.jpg",544.7377610045147,776.1799660441426,1048.4838106659142,980,"safe"
"safe-119.jpg",1238.0120273702032,756.213921901528,1389.3020950902935,948.3870967741935,"safe"
"safe-119.jpg",1084.2281673250563,638.081494057725,1264.6124788374718,781.1714770797962,"safe"
"safe-119.jpg",993.6203795146727,668.8624787775891,1212.2428400112867,895.9762308998302,"safe"
"safe-119.jpg",1287.8878738713317,563.2088285229202,1460.7908084085777,972.5127334465194,"safe"
"safe-12.jpeg",458.2251908396947,112.46179966044143,737.3091603053435,264.0407470288625,"safe"
"safe-12.jpeg",704.9427480916031,356.33276740237693,864.3320610687024,520.7470288624788,"safe"
"safe-12.jpeg",618.2251908396946,454.125636672326,794.7137404580152,652.76740237691,"safe"
"safe-12.jpeg",421.58396946564886,426.6213921901528,598.6832061068702,610.5942275042445,"safe"
"safe-12.jpeg",233.49236641221376,457.79286926994905,452.1183206106871,617.3174872665535,"safe"
"safe-12.jpeg",60.66793893129771,496.9100169779287,325.706106870229,682.1052631578948,"safe"
"safe-12.jpeg",41.73664122137405,292.1561969439728,282.9580152671756,488.3531409168081,"safe"
"safe-12.jpeg",219.4465648854962,316.6044142614601,474.10305343511453,441.9015280135823,"safe"
"safe-12.jpeg",226.77480916030535,147.91171477079797,493.03435114503816,309.8811544991511,"safe"
"safe-12.jpeg",450.8969465648855,254.87266553480475,773.9503816793894,420.509337860781,"safe"
"safe-121.jpg",45.28679890078917,199.660441426146,189.50889585682071,305.2631578947368,"safe"
"safe-121.jpg",33.07033892333709,314.43123938879455,231.92715966741824,400,"safe"
"safe-121.jpg",284.86515290304396,299.490662139219,369.3623344137542,391.17147707979626,"safe"
"safe-121.jpg",363.59345053551294,315.11035653650254,417.21013599210823,391.51103565365025,"safe"
"safe-121.jpg",299.7963817643743,192.8692699490662,376.14925662344984,265.874363327674,"safe"
"safe-121.jpg",197.65320250845545,210.52631578947367,390.74113937429536,299.490662139219,"safe"
"safe-121.jpg",392.43786992671926,236.6723259762309,474.22028255355127,295.4159592529711,"safe"
"safe-121.jpg",379.2033716178128,75.72156196943972,436.21351817925586,127.67402376910016,"safe"
"safe-121.jpg",462.68251479706873,75.72156196943972,507.1368552705749,132.08828522920203,"safe"
"safe-121.jpg",393.1165621476888,168.08149405772494,456.9136309188275,218.33616298811543,"safe"
"safe-121.jpg",429.0872498590755,210.86587436332766,493.5630108511837,261.7996604414261,"safe"
"safe-121.jpg",353.41306722096954,182.00339558573853,434.8561337373168,252.6315789473684,"safe"
"safe-121.jpg",477.6137436583991,141.93548387096774,602,288.6247877758914,"safe"
"safe-123.jpg",11.665723981900452,125.31409168081495,105.17816742081449,185.26315789473685,"safe"
"safe-123.jpg",80.91346153846153,98.98132427843804,128.5096153846154,162.66553480475383,"safe"
"safe-123.jpg",145.68156108597285,1.307300509337861,247.96662895927602,154.82173174872668,"safe"
"safe-123.jpg",31.264140271493215,134.83870967741936,272.6046380090498,215.14431239388796,"safe"
"safe-125.jpg",1.8665158371040724,142.9541595925297,51.75339366515838,286.58743633276737,"safe"
"safe-125.jpg",116.91176470588236,26.146010186757213,316.7986425339367,143.97283531409167,"safe"
"safe-125.jpg",367.02488687782807,1.0186757215619693,473.92533936651586,92.02037351443124,"safe"
"safe-125.jpg",216.68552036199097,15.280135823429541,555.3733031674209,346.6893039049236,"safe"
"safe-122.jpg",772.4830316742082,695.2461799660441,887.0192307692308,845.5008488964346,"safe"
"safe-122.jpg",256.64592760180994,643.4634974533108,330.4581447963801,741.0865874363328,"safe"
"safe-122.jpg",17.392533936651585,729.2020373514431,181.98529411764704,854.8387096774193,"safe"
"safe-122.jpg",196.40837104072398,747.8777589134125,593.4671945701357,867.572156196944,"safe"
"safe-122.jpg",394.93778280542983,895.5857385398981,646.9174208144796,1000,"safe"
"safe-122.jpg",658.7952488687782,842.9541595925298,932.8337104072398,975.3820033955858,"safe"
"safe-124.jpg",830.2444306930693,674.6409168081494,972.8186881188119,858.9040747028863,"safe"
"safe-124.jpg",509.4523514851485,585.481324278438,655.987004950495,882.6799660441426,"safe"
"safe-124.jpg",338.1652227722772,863.8573853989813,995.5909653465346,1066.9431239388794,"safe"
"safe-124.jpg",876.7790841584158,846.025466893039,1104.5018564356435,963.9142614601019,"safe"
"safe-124.jpg",1005.4919554455446,684.5475382003395,1164.897896039604,912.399830220713,"safe"
"safe-124.jpg",994.6008663366337,508.2096774193548,1096.5810643564357,764.7911714770798,"safe"
"safe-124.jpg",1193.6107673267327,417.0687606112054,1289.6503712871288,725.1646859083191,"safe"
"safe-124.jpg",1282.7196782178219,484.4337860780985,1526.2840346534654,768.7538200339559,"safe"
"safe-124.jpg",1183.7097772277227,844.044142614601,1592.6206683168316,1056.0458404074702,"safe"
"safe-124.jpg",1537.1751237623762,636.9957555178268,1600,859.8947368421052,"safe"
"safe-127.jpg",34.80501425855513,30.482173174872667,966.396269011407,705.6298811544991,"safe"
"safe-128.jpg",60.91628959276019,251.95246179966043,127.7714932126697,329.7113752122241,"safe"
"safe-128.jpg",139.98868778280544,282.5127334465195,222.45475113122174,341.25636672325976,"safe"
"safe-128.jpg",242.13800904977376,242.4448217317487,320.8710407239819,342.61460101867567,"safe"
"safe-128.jpg",329.69457013574663,228.52292020373514,375.84841628959276,359.2529711375212,"safe"
"safe-128.jpg",6.957013574660634,250.59422750424446,65.32805429864254,322.5806451612903,"safe"
"safe-128.jpg",3.563348416289593,186.4176570458404,66.68552036199095,258.74363327674024,"safe"
"safe-126.jpg",21.333539603960396,793.5203735144312,122.32363861386139,1004.5314091680814,"safe"
"safe-126.jpg",746.0860148514852,690.4915110356536,905.4919554455446,1022.3633276740237,"safe"
"safe-126.jpg",1026.2840346534654,952.0263157894736,1127.2741336633665,1049.1112054329371,"safe"
"safe-126.jpg",1173.8087871287128,926.2691001697792,1357.967202970297,1049.1112054329371,"safe"
"safe-126.jpg",1326.2840346534654,798.4736842105262,1546.0860148514853,930.2317487266553,"safe"
"safe-126.jpg",1375.788985148515,955.9889643463497,1595.5909653465346,1052.0831918505942,"safe"
"safe-126.jpg",497.57116336633663,965.8955857385399,677.7691831683169,1044.157894736842,"safe"
"safe-126.jpg",139.15532178217822,847.016129032258,262.91769801980195,988.6808149405772,"safe"
"safe-126.jpg",273.8087871287129,811.3522920203735,414.40284653465346,977.7835314091681,"safe"
"safe-126.jpg",429.2543316831683,787.5764006791171,554.0068069306931,977.7835314091681,"safe"
"safe-126.jpg",572.8186881188119,866.8293718166383,734.2048267326733,1003.5407470288624,"safe"
"safe-129.jpg",364.08465628853264,519.830220713073,388.1290459309494,681.8760611205432,"safe"
"safe-129.jpg",389.73200524044387,463.6757215619694,489.11548242909987,530.2589134125636,"safe"
"safe-129.jpg",447.4385403822441,408.3234295415959,608.5359509864364,478.11544991511033,"safe"
"safe-129.jpg",679.8676402589396,490.1485568760611,695.0957536991368,595.2376910016977,"safe"
"safe-129.jpg",1147.130278976572,475.70882852292016,1298.6099337237977,501.37945670628176,"safe"
"safe-129.jpg",523.5791075832306,574.3803056027165,658.2276895807645,629.73259762309,"safe"
"safe-129.jpg",965.9958770036991,644.974533106961,1300,811.0314091680815,"safe"
"safe-129.jpg",211.8035218865598,585.6112054329371,392.1364442046855,675.4584040747028,"safe"
"safe-129.jpg",768.8318819358816,531.8633276740237,812.913262946979,624.9193548387096,"safe"
"safe-129.jpg",751.1993295314426,535.072156196944,762.4200446979037,640.9634974533107,"safe"
"safe-129.jpg",641.3966168310727,515.8191850594227,737.5741754007398,618.5016977928692,"safe"
"safe-13.jpeg",502.34551354401805,1080.483870967742,1548.620908577878,1398.8709677419356,"safe"
"safe-13.jpeg",31.69088600451467,1708.7903225806451,231.46515237020316,1940.8064516129032,"safe"
"safe-13.jpeg",250.08817720090292,1654.5967741935485,1160.9233916478556,1995.0000000000002,"safe"
"safe-13.jpeg",1079.659283295711,1475.0806451612905,2347.717974040632,1995,"safe"
"safe-13.jpeg",1570.6299379232505,1237.983870967742,1846.5893058690745,1459.8387096774195,"safe"
"safe-13.jpeg",1844.896303611738,989.0322580645162,2110.697658013544,1478.467741935484,"safe"
"safe-134.jpg",44.32288717440544,216.93293718166385,118.00918389014723,460.660441426146,"safe"
"safe-134.jpg",81.42367992638732,182.40916808149407,163.8698860419026,396.25042444821736,"safe"
"safe-134.jpg",113.88687358437146,147.8853989813243,210.7611657701019,345.7529711375213,"safe"
"safe-134.jpg",290.63092794450733,260.7317487266554,576.616205407701,531.7691001697793,"safe"
"safe-134.jpg",630.7215281710079,269.4915110356537,895.0646765288789,435.41171477079797,"safe"
"safe-134.jpg",195.8177909116648,103.05602716468591,285.4780400622877,325.6570458404075,"safe"
"safe-134.jpg",298.3602597678369,69.04753820033956,423.5754353057757,275.6748726655348,"safe"
"safe-134.jpg",448.3092971404304,59.2572156196944,599.2889120894678,359.66553480475386,"safe"
"safe-134.jpg",614.2322869479049,49.98217317487267,772.4259449320498,316.3820033955858,"safe"
"safe-134.jpg",783.7622982729332,109.7546689303905,903.8245859286524,352.96689303904924,"safe"
"safe-132.jpg",113.48341232227487,297.87351443123936,242.01421800947867,382.4923599320882,"safe"
"safe-132.jpg",189.31279620853078,203.76825127334465,288.6492890995261,255.37436332767402,"safe"
"safe-132.jpg",252.6303317535545,178.72410865874363,321.2559241706161,229.95076400679116,"safe"
"safe-132.jpg",329.59715639810423,206.42444821731746,400.11848341232223,242.47283531409164,"safe"
"safe-132.jpg",244.6682464454976,274.34719864176566,340.59241706161134,336.5780984719864,"safe"
"safe-132.jpg",307.98578199052133,247.4057724957555,388.3649289099526,285.35144312393885,"safe"
"safe-132.jpg",163.1516587677725,254.61544991511033,257.5592417061611,297.87351443123936,"safe"
"safe-132.jpg",235.9478672985782,336.19864176570445,316.2085308056872,391.5993208828522,"safe"
"safe-130.jpg",340.04026664611587,506.1926994906621,426.6000693588162,711.5577249575551,"safe"
"safe-130.jpg",385.72460696670777,452.44482173174873,510.75543310727494,553.5229202037351,"safe"
"safe-130.jpg",426.60006935881626,405.91680814940577,660.6321285450061,465.28013582342953,"safe"
"safe-130.jpg",674.257282675709,504.58828522920203,820.9280594944513,636.9524617996605,"safe"
"safe-130.jpg",933.1352111590628,616.0950764006791,1300,806.2181663837011,"safe"
"safe-130.jpg",184.55321362515411,577.5891341256366,351.26098181257703,719.5797962648556,"safe"
"safe-130.jpg",1135.909563810111,461.2691001697793,1297.8084540690506,532.6655348047539,"safe"
"safe-130.jpg",459.4607352034525,567.962648556876,663.0365675092478,661.018675721562,"safe"
"safe-133.jpg",145.21789169787766,4.869269949066214,478.73849094881393,453.65365025466895,"safe"
"safe-133.jpg",461.69729244694133,9.738539898132428,856.8908005617977,193.14770797962646,"safe"
"safe-133.jpg",162.25909019975032,537.2427843803056,543.6573423845193,883.7724957555179,"safe"
"safe-133.jpg",696.216643258427,348.9643463497453,1278.0518492509364,490.1731748726655,"safe"
"safe-133.jpg",684.0443586142322,218.3056027164686,1293.4700764669165,351.39898132427845,"safe"
"safe-133.jpg",684.8938826466916,103.87775891341256,1263.4451076779023,223.1748726655348,"safe"
"safe-131.jpg",40.49718785151856,2520.857385398981,1816.8751406074239,3843.8845500848893,"safe"
"safe-131.jpg",1901.4645669291338,2893.064516129032,4588.024746906636,3986,"safe"
"safe-131.jpg",4158.310461192351,2503.938879456706,6016,3955.5466893039047,"safe"
"safe-136.jpg",3.7745473537604455,60.42020373514431,88.98624651810584,174.9151103565365,"safe"
"safe-136.jpg",64.71883704735376,148.98132427843802,161.7884749303621,293.54838709677415,"safe"
"safe-136.jpg",136.2284122562674,193.12393887945672,381.5739902506964,319.2062818336163,"safe"
"safe-136.jpg",34.38457520891365,14.070458404074703,191.57120473537603,89.66468590831919,"safe"
"safe-136.jpg",123.18123259052925,35.86587436332767,220.5266364902507,128.01358234295415,"safe"
"safe-136.jpg",314.8386142061281,9.380305602716469,387.9166086350975,100.14855687606112,"safe"
"safe-136.jpg",208.11716573816156,10.759762308998303,312.6324860724234,100.14855687606112,"safe"
"safe-136.jpg",261.06424094707523,68.69694397283531,359.78847493036216,140.42869269949065,"safe"
"safe-136.jpg",236.24529944289694,133.25551782682513,332.7634052924791,173.81154499151103,"safe"
"safe-136.jpg",157.37621866295265,135.46264855687605,238.72719359331478,183.46774193548384,"safe"
"safe-137.jpg",56.46549773755656,148.9643463497453,247.83088235294116,182.0271646859083,"safe"
"safe-137.jpg",359.3093891402715,46.50594227504244,409.4202488687783,232.16638370118847,"safe"
"safe-137.jpg",525.6193438914027,187.47707979626486,567.3783936651583,337.89473684210526,"safe"
"safe-137.jpg",443.5537330316742,297.9286926994906,618.5786199095022,425.0933786078098,"safe"
"safe-137.jpg",101.85576923076923,228.89643463497453,284.8693438914027,350.24787775891343,"safe"
"safe-137.jpg",41.2143665158371,275.0390492359932,115.65441176470587,428,"safe"
