image,xmin,ymin,xmax,ymax,label,width,height
harm-103.jpg,116.5934315,270.1850594,439.5651189,402.3786078,harm,1024,683
harm-103.jpg,339.2525481,224.9609508,603.0804077,333.3828523,harm,1024,683
harm-103.jpg,732.385051,236.5568761,1024,452.8208829,harm,1024,683
harm-103.jpg,100.9377123,115.959253,294.6047565,226.7003396,harm,1024,683
harm-103.jpg,0,329.9040747,95.7191393,436.0067912,harm,1024,683
harm-103.jpg,565.9705549,205.827674,790.3691959,298.0152801,harm,1024,683
harm-104.jpg,358.6421576,155.0288625,447.9194969,341.1341256,harm,626,416
harm-104.jpg,88.3400155,102.057725,346.9972872,183.6332767,harm,626,416
harm-104.jpg,147.6229918,145.1409168,355.113409,355.6129032,harm,626,416
harm-104.jpg,211.4933413,28.60441426,418.6308836,147.2597623,harm,626,416
harm-104.jpg,75.98939543,20.48217317,308.5339276,136.3123939,harm,626,416
harm-105.jpg,209.7138672,438.6926995,338.0888672,570.3005093,harm,1300,957
harm-105.jpg,1014.901367,617.4193548,1149.776367,747.4023769,harm,1300,957
harm-105.jpg,1197.713867,448.4414261,1300,603.6086587,harm,1300,957
harm-105.jpg,1025.463867,403.7597623,1132.713867,489.0611205,harm,1300,957
harm-105.jpg,953.9638672,450.0662139,1173.338867,599.5466893,harm,1300,957
harm-105.jpg,893.0263672,661.2886248,1007.588867,770.1494058,harm,1300,957
harm-105.jpg,520.9013672,710.844652,646.8388672,822.1426146,harm,1300,957
harm-105.jpg,413.6513672,639.3539898,571.2763672,771.7741935,harm,1300,957
harm-105.jpg,297.4638672,580.8616299,428.2763672,683.2232598,harm,1300,957
harm-105.jpg,482.7138672,428.1315789,620.0263672,529.6808149,harm,1300,957
harm-105.jpg,641.1513672,464.6893039,833.7138672,566.2385399,harm,1300,957
harm-105.jpg,877.5888672,577.6120543,991.3388672,661.2886248,harm,1300,957
harm-105.jpg,732.9638672,622.2937182,903.5888672,751.4643463,harm,1300,957
harm-105.jpg,595.6513672,645.040747,725.6513672,753.901528,harm,1300,957
harm-105.jpg,525.7763672,581.6740238,659.0263672,683.2232598,harm,1300,957
harm-105.jpg,391.7138672,520.7444822,514.4013672,601.1714771,harm,1300,957
harm-105.jpg,858.9013672,379.3879457,980.7763672,467.9388795,harm,1300,957
harm-106.jpg,136.3092846,294.8073005,462.3543006,539.434635,harm,1300,821
harm-106.jpg,559.1924571,187.4779287,768.8923499,324.0789474,harm,1300,821
harm-106.jpg,613.5332931,95.48132428,744.5086415,179.114601,harm,1300,821
harm-106.jpg,960.4786308,208.3862479,1153.458266,354.7444822,harm,1300,821
harm-106.jpg,596.1163585,398.6519525,766.8023178,528.9804754,harm,1300,821
harm-106.jpg,465.8376876,152.6307301,592.6329716,247.4151104,harm,1300,821
harm-106.jpg,1090.757302,229.991511,1273.286777,368.6833616,harm,1300,821
harm-107.jpg,337.9383886,62.98981324,559.7393365,177.2062818,harm,640,447
harm-107.jpg,162.014218,16.69609508,401.2559242,142.2962649,harm,640,447
harm-107.jpg,80.87677725,108.524618,214.5971564,340.3726655,harm,640,447
harm-107.jpg,250.2369668,96.00254669,354.1232227,321.3998302,harm,640,447
harm-107.jpg,270.450237,89.93123939,386.4691943,299.0118846,harm,640,447
harm-107.jpg,169.0995261,107.7657046,268.5545024,324.0560272,harm,640,447
harm-108.jpg,18.69668246,59.19524618,599.0521327,393.4966044,harm,640,447
harm-109.jpg,26.7695962,11.02886248,611.2826603,392.0950764,harm,640,448
harm-11.jpeg,25.11078287,45.19864177,91.73052068,97.48726655,harm,200,174
harm-11.jpeg,23.93140694,95.41935484,90.54883678,145.9354839,harm,200,174
harm-11.jpeg,113.2962518,86.2614601,175.6300775,139.2886248,harm,200,174
harm-11.jpeg,108.8649372,16.24787776,179.9113737,67.35483871,harm,200,174
harm-11.jpeg,87.74233752,50.66383701,138.4070347,100.4414261,harm,200,174
harm-110.jpg,9.857819905,70.57894737,620.4028436,336.5780985,harm,640,447
harm-111.jpg,95.20661157,80.08488964,287.8866588,370.959253,harm,640,445
harm-112.jpg,11.81656805,121.533107,629.3964497,359.2988115,harm,640,446
harm-113.jpg,222.1800948,100.1765705,619.5260664,387.8047538,harm,640,447
harm-113.jpg,13.76777251,68.30220713,369.7867299,327.8505942,harm,640,447
harm-114.jpg,75.51061008,171.0526316,575.0331565,457.1307301,harm,640,500
harm-114.jpg,76.35941645,51.3582343,572.0954907,154.9235993,harm,640,500
harm-115.jpg,59.96018203,97.59932088,602.1387941,325.9380306,harm,640,429
harm-116.jpg,41.43352601,91.04923599,258.4393064,244.6485569,harm,640,436
harm-116.jpg,241.7919075,85.86757216,483.8843931,270.9269949,harm,640,436
harm-116.jpg,113.9421965,226.5127334,320.3699422,384.9235993,harm,640,436
harm-117.jpg,80.87677725,55.40067912,625.3317536,379.836163,harm,640,447
harm-118.jpg,139.5260664,18.2139219,551.7772512,402.2241087,harm,640,447
harm-119.jpg,209.028436,156.7156197,415.2843602,311.9134126,harm,640,447
harm-119.jpg,186.5402844,240.5755518,401.6350711,398.8089983,harm,640,447
harm-12.jpeg,136.7992872,76.08488964,203.7706977,121.5382003,harm,259,194
harm-120.jpg,40.18957346,31.87436333,595.3791469,380.9745331,harm,640,447
harm-121.jpg,123.3412322,47.05263158,425.1421801,207.1833616,harm,640,447
harm-121.jpg,133.957346,182.139219,436.0189573,316.0874363,harm,640,447
harm-122.jpg,65.36170213,208.459253,456.4468085,346.5237691,harm,640,535
harm-123.jpg,127.2984441,117.6400679,485.7708628,294.1001698,harm,640,533
harm-123.jpg,102.4045262,174.6502547,543.2531825,425.7665535,harm,640,533
harm-124.jpg,5.426540284,108.1451613,389.5023697,395.3938879,harm,640,447
harm-124.jpg,292.4407583,71.71731749,634.0521327,324.0560272,harm,640,447
harm-125.jpg,743.1798499,102.7504244,830.3622979,181.8336163,harm,1000,680
harm-125.jpg,804.9581409,129.8811545,905.4200346,257.4533107,harm,1000,680
harm-125.jpg,795.7202656,303.0560272,887.5216513,356.1629881,harm,1000,680
harm-125.jpg,808.9997113,331.9185059,913.5031755,464.6859083,harm,1000,680
harm-125.jpg,508.1913972,456.0271647,738.5609122,559.3548387,harm,1000,680
harm-125.jpg,615.4734411,92.35993209,728.1683025,227.4363328,harm,1000,680
harm-125.jpg,404.1570439,93.51443124,627.1290416,277.0797963,harm,1000,680
harm-125.jpg,724.7040993,243.5993209,815.9281178,314.0237691,harm,1000,680
harm-125.jpg,488.5609122,326.7232598,593.6417436,442.7504244,harm,1000,680
harm-125.jpg,610.9627598,313.4465195,764.5424365,408.1154499,harm,1000,680
harm-125.jpg,539.9465935,237.8268251,669.8542148,341.1544992,harm,1000,680
harm-125.jpg,22.04821016,150.0848896,536.4823903,390.7979626,harm,1000,680
harm-126.jpg,274.2857143,132.1120543,447.5286757,303.2572156,harm,640,393
harm-126.jpg,163.8998957,107.7580645,326.4025026,245.5415959,harm,640,393
harm-127.jpg,74.42594719,165.7750424,189.0528129,264.2843803,harm,640,433
harm-127.jpg,270.6142365,198.1213922,396.2629162,314.6417657,harm,640,433
harm-127.jpg,378.26062,146.2937182,475.2525832,242.2300509,harm,640,433
harm-127.jpg,471.5786452,116.8879457,557.1814007,199.5916808,harm,640,433
harm-127.jpg,327.9276693,122.7691002,408.0195178,200.6943973,harm,640,433
harm-127.jpg,235.7118255,145.5585739,345.5625718,235.24618,harm,640,433
harm-127.jpg,151.2112514,110.2716469,229.4661309,187.8293718,harm,640,433
harm-128.jpg,107.36139,113.6307301,246.5118425,236.8191851,harm,626,417
harm-128.jpg,231.2867294,133.1001698,370.4371818,267.262309,harm,626,417
harm-128.jpg,389.5570913,198.942275,507.8172723,291.3336163,harm,626,417
harm-128.jpg,490.8217972,201.4202037,603.0627475,295.2275042,harm,626,417
harm-128.jpg,288.6464579,254.1646859,427.7969104,343.7241087,harm,626,417
harm-128.jpg,184.1951004,283.8998302,298.9145574,365.3174873,harm,626,417
harm-128.jpg,59.56161623,200.7122241,185.61139,296.6434635,harm,626,417
harm-128.jpg,496.1328832,99.82512733,614.7471366,189.0305603,harm,626,417
harm-128.jpg,434.800905,148.6757216,533.6645574,228.3234295,harm,626,417
harm-128.jpg,343.881752,133.4541596,428.8591275,234.6952462,harm,626,417
harm-129.jpg,184.7880299,463.7181664,349.9473971,570.7300509,harm,1300,955
harm-129.jpg,300.5084944,526.1417657,414.7853024,620.1825127,harm,1300,955
harm-129.jpg,364.5359258,599.1044143,478.00226,680.1740238,harm,1300,955
harm-129.jpg,417.2167238,645.3140917,542.8401652,752.3259762,harm,1300,955
harm-129.jpg,474.9376559,129.7113752,658.7379208,278.8794567,harm,1300,955
harm-129.jpg,604.4361752,207.5382003,779.6758105,371.2988115,harm,1300,955
harm-129.jpg,727.6281951,299.9575552,921.331437,445.8828523,harm,1300,955
harm-129.jpg,864.59827,364.0025467,1062.353881,541.5449915,harm,1300,955
harm-129.jpg,320.9476309,314.5500849,658.1047382,512.3599321,harm,1300,955
harm-129.jpg,521.767846,453.1791171,885.6705892,676.9312394,harm,1300,955
harm-13.jpeg,287.503893,464.1341256,465.0780719,615.0254669,harm,1124,750
harm-13.jpeg,461.2592724,489.6010187,640.7428511,654.4991511,harm,1124,750
harm-13.jpeg,640.7428511,529.0747029,827.2275623,686.3327674,harm,1124,750
harm-13.jpeg,799.8594989,394.7368421,971.7054785,523.9813243,harm,1124,750
harm-13.jpeg,661.109782,368.6332767,834.8651614,515.0679117,harm,1124,750
harm-13.jpeg,449.1664071,82.76740238,657.927449,158.5314092,harm,1124,750
harm-13.jpeg,232.1312995,273.1324278,409.7054785,394.7368421,harm,1124,750
harm-13.jpeg,487.9908692,180.8149406,733.6669734,352.0797963,harm,1124,750
harm-13.jpeg,437.7100085,350.1697793,657.2909824,410.0169779,harm,1124,750
harm-13.jpeg,487.3544026,385.1867572,645.8345838,495.9677419,harm,1124,750
harm-130.jpg,733.3618033,338.7147708,1129.074558,596.5840407,harm,1300,821
harm-130.jpg,539.6854904,123.3590832,860.8537647,312.2308998,harm,1300,821
harm-130.jpg,208.7637326,183.2962649,580.0927787,425.1358234,harm,1300,821
harm-130.jpg,143.2760584,359.62309,559.8891345,642.582343,harm,1300,821
harm-130.jpg,441.4539791,333.139219,791.8827036,628.6434635,harm,1300,821
harm-131.jpg,61.38048477,22.18675722,248.7676983,154.6910017,harm,511,363
harm-131.jpg,317.8050927,63.47877759,477.1458647,171.3310696,harm,511,363
harm-131.jpg,345.8515342,212.3149406,474.9884462,315.8531409,harm,511,363
harm-131.jpg,242.8636912,151.6095076,339.0710758,234.1935484,harm,511,363
harm-131.jpg,15.1500867,148.836163,118.0897731,238.5076401,harm,511,363
harm-131.jpg,138.1229456,215.0882852,196.9896524,257.9210526,harm,511,363
harm-131.jpg,180.0385065,281.3404075,237.0559974,336.4991511,harm,511,363
harm-131.jpg,60.45587681,268.089983,129.4932713,328.1791171,harm,511,363
harm-132.jpg,247.9455819,209.3174873,696.6697198,449.1137521,harm,728,528
harm-133.jpg,133.5591463,118.0967742,412.329878,317.8845501,harm,728,523
harm-134.jpg,81.79427083,515.5415959,760.7942708,1042.747029,harm,910,1374
harm-135.jpg,369.6394637,262.0067912,556.6608601,385.0628183,harm,910,604
harm-135.jpg,39.6619862,224.5772496,261.0133376,344.0441426,harm,910,604
harm-135.jpg,0,345.0696095,176.981806,474.7911715,harm,910,604
harm-135.jpg,260.5009502,339.942275,439.3241484,493.2495756,harm,910,604
harm-135.jpg,104.7351844,440.950764,293.0855856,586.5670628,harm,910,604
harm-135.jpg,227.7081574,572.2105263,415.2419412,604,harm,910,604
harm-136.jpg,8.08056872,137.3633277,338.6966825,352.5152801,harm,640,447
harm-136.jpg,253.3886256,83.85993209,624.5734597,309.6366723,harm,640,447
harm-137.jpg,58.11800373,218.6383701,173.889148,450.860781,harm,1300,762
harm-137.jpg,312.9438744,229.6349745,428.0682525,468.9728353,harm,1300,762
harm-137.jpg,597.5209888,262.6247878,713.2921331,485.7911715,harm,1300,762
harm-137.jpg,842.6453669,258.0967742,953.2423818,500.6689304,harm,1300,762
harm-137.jpg,1120.108053,266.5059423,1240.406561,504.5500849,harm,1300,762
harm-138.jpg,141.1236979,374.9745331,316.6653646,462.0713073,harm,627,540
harm-138.jpg,328.1236979,340.1358234,496.3320312,429.524618,harm,627,540
harm-138.jpg,113.6236979,224.1595925,260.2903646,296.5874363,harm,627,540
harm-138.jpg,195.2070313,280.0848896,347.8320313,352.9711375,harm,627,540
harm-138.jpg,301.9986979,288.7945671,457.3736979,353.8879457,harm,627,540
harm-138.jpg,162.25,121.9354839,309.7903646,173.2767402,harm,627,540
harm-138.jpg,315.2903646,41.25636672,477.0820313,91.68081494,harm,627,540
harm-139.jpg,125.2019002,10.64855688,622.5178147,246.057725,harm,640,448
harm-139.jpg,378.3135392,74.15959253,636.95962,355.2054329,harm,640,448
harm-14.jpeg,700.3587062,332.2232598,901.2341926,461.6103565,harm,1000,573
harm-14.jpeg,694.5221304,211.1052632,847.2458658,308.8752122,harm,1000,573
harm-14.jpeg,574.3859436,268.9889643,758.2380837,376.0008489,harm,1000,573
harm-14.jpeg,536.9649805,361.8947368,685.7672665,454.3140917,harm,1000,573
harm-14.jpeg,444.035749,428.0475382,599.1913911,534.5730051,harm,1000,573
harm-14.jpeg,234.8917802,363.8404075,442.5766051,478.6349745,harm,1000,573
harm-14.jpeg,221.7594844,265.5840407,412.4513619,358.9762309,harm,1000,573
harm-14.jpeg,342.3820525,164.8955857,499.4832198,244.6680815,harm,1000,573
harm-14.jpeg,508.2380837,172.1918506,636.6427529,238.8310696,harm,1000,573
harm-14.jpeg,447.9267996,237.3718166,611.8373054,313.2529711,harm,1000,573
harm-14.jpeg,397.8599222,294.7691002,579.2497568,420.7512733,harm,1000,573
harm-14.jpeg,165.339251,28.69864177,309.7945039,99.22920204,harm,1000,573
harm-14.jpeg,128.8606518,88.04159593,268.4520914,166.8412564,harm,1000,573
harm-14.jpeg,165.8256323,122.5772496,374.9696012,190.6757216,harm,1000,573
harm-140.jpg,250.3554502,187.0721562,387.6066351,313.0517827,harm,640,447
harm-140.jpg,248.4597156,120.2877759,371.6824645,206.4244482,harm,640,447
harm-141.jpg,10.17156863,120.0101868,348.6029412,332.1850594,harm,640,462
harm-141.jpg,343.1127451,251.0016978,527.4264706,358.0696095,harm,640,462
harm-141.jpg,384.2892157,119.2258065,628.2107843,256.1001698,harm,640,462
harm-142.jpg,323.4852071,185.5178268,508.2130178,394.5093379,harm,640,446
harm-142.jpg,144.3609467,200.6621392,315.9112426,388.0730051,harm,640,446
harm-142.jpg,45.52071006,181.7317487,207.2248521,339.2325976,harm,640,446
harm-143.jpg,134.3364929,113.8370119,307.6066351,289.1460102,harm,640,447
harm-143.jpg,256.4218009,124.4617997,471.6587678,252.7181664,harm,640,447
harm-143.jpg,142.6777251,216.2903226,413.3886256,322.1587436,harm,640,447
harm-144.jpg,23.2464455,55.40067912,388.7440758,215.9108659,harm,640,447
harm-144.jpg,257.5592417,77.78862479,576.3033175,239.8166384,harm,640,447
harm-144.jpg,70.63981043,162.786927,454.7156398,314.9490662,harm,640,447
harm-145.jpg,67.98578199,22.76740238,537.6303318,238.6782683,harm,640,447
harm-145.jpg,87.32227488,146.8497453,583.8862559,401.4651952,harm,640,447
harm-146.jpg,74.19444444,14.58319185,308.5055556,214.4796265,harm,640,419
harm-146.jpg,223.1722222,138.7181664,614.2833333,255.0280136,harm,640,419
harm-146.jpg,20.50555556,141.2079796,336.5944444,363.8684211,harm,640,419
harm-147.jpg,117.1448087,93.99405772,527.636612,447.2368421,harm,640,515
harm-148.jpg,4.20657277,141.1399285,142.4225352,225.2484557,harm,640,310
harm-148.jpg,452.2065728,112.0023316,633.9906103,227.6515564,harm,640,310
harm-148.jpg,130.1032864,102.3899285,287.8497653,186.8410853,harm,640,310
harm-148.jpg,269.5211268,57.9325642,459.1173709,152.5968992,harm,640,310
harm-149.jpg,275.9725537,168.8455008,400.0775656,288.7945671,harm,640,450
harm-149.jpg,112.9176611,222.7079796,285.1372315,346.4770798,harm,640,450
harm-149.jpg,112.9176611,124.1511036,270.2446301,232.6400679,harm,640,450
harm-149.jpg,283.2279236,40.49235993,435.2088305,125.6791171,harm,640,450
harm-149.jpg,425.6622912,123.0050934,560.5727924,218.5059423,harm,640,450
harm-149.jpg,367.2374702,186.7996604,524.1825776,324.7028862,harm,640,450
harm-149.jpg,246.1873508,265.4923599,394.0811456,389.2614601,harm,640,450
harm-149.jpg,41.50954654,236.4601019,175.5429594,361.3752122,harm,640,450
harm-149.jpg,244.6599045,104.6689304,354.2541766,207.0458404,harm,640,450
harm-149.jpg,323.323389,114.6010187,452.8878282,195.2037351,harm,640,450
harm-15.jpg,60.78199052,130.9125637,595,368.0730051,harm,640,447
harm-150.jpg,88.44746163,177.5466893,290.9504132,299.9405772,harm,640,445
harm-150.jpg,11.75324675,224.0110357,148.8961039,337.3387097,harm,640,445
harm-150.jpg,134.1617473,240.6324278,370.2479339,376.6256367,harm,640,445
harm-150.jpg,232.390791,62.70797963,399.3801653,161.303056,harm,640,445
harm-150.jpg,409.2030697,100.1061121,593.9492326,213.0560272,harm,640,445
harm-150.jpg,388.0460449,208.5229202,596.9716647,315.4286927,harm,640,445
harm-150.jpg,347.6210153,18.51018676,536.1452184,115.2164686,harm,640,445
harm-150.jpg,122.4498229,137.8820034,268.2821724,207.7674024,harm,640,445
harm-150.jpg,254.3034238,134.1044143,435.2302243,213.4337861,harm,640,445
harm-151.jpg,282.6914016,112.3191851,445.8951708,214.4617997,harm,640,444
harm-151.jpg,354.6819788,210.3157895,581.2073027,365.6027165,harm,640,444
harm-151.jpg,62.196702,171.8709677,256.3074205,293.6129032,harm,640,444
harm-151.jpg,37.69729093,128.9032258,222.762073,240.0916808,harm,640,444
harm-151.jpg,188.4628975,65.20543294,306.4369847,192.6010187,harm,640,444
harm-151.jpg,266.1071849,61.43633277,462.8504122,166.2173175,harm,640,444
harm-151.jpg,438.3568905,131.5415959,601.9375736,268.7368421,harm,640,444
harm-151.jpg,265.3533569,199.762309,384.4522968,350.9032258,harm,640,444
harm-151.jpg,90.84216726,240.8455008,276.2838634,376.533107,harm,640,444
harm-152.jpg,48.53080569,72.09677419,227.985782,196.9380306,harm,640,447
harm-152.jpg,194.6208531,134.327674,382.6777251,264.860781,harm,640,447
harm-152.jpg,363.7203791,210.2190153,555.07109,343.4083192,harm,640,447
harm-153.jpg,94.10902696,124.5704584,231.4126612,234.1324278,harm,640,442
harm-153.jpg,444.1207503,73.91680815,557.4150059,185.7300509,harm,640,442
harm-153.jpg,412.9835873,247.6400679,528.9038687,344.0696095,harm,640,442
harm-153.jpg,331.9519343,249.8913413,415.2344666,321.5568761,harm,640,442
harm-153.jpg,253.5463072,269.7775891,334.9531067,340.3174873,harm,640,442
harm-153.jpg,150.0058617,223.2512733,234.038687,303.5466893,harm,640,442
harm-153.jpg,201.4009379,116.6910017,291.8112544,192.1086587,harm,640,442
harm-153.jpg,286.5592028,97.93039049,351.8347011,151.2105263,harm,640,442
harm-153.jpg,357.8370457,96.05432937,430.9906213,159.8404075,harm,640,442
harm-153.jpg,402.1570926,186.4804754,482.4384525,255.5195246,harm,640,442
harm-153.jpg,276.8053927,140.3293718,419.4138335,249.8913413,harm,640,442
harm-153.jpg,211.1547479,169.9711375,280.1817116,244.2631579,harm,640,442
harm-154.jpg,110.2446301,140.5772496,251.1515513,254.4142615,harm,640,450
harm-154.jpg,186.2350835,71.43463497,303.0847255,153.9473684,harm,640,450
harm-154.jpg,312.6312649,90.53480475,383.2756563,140.1952462,harm,640,450
harm-154.jpg,369.9105012,90.15280136,495.924821,183.7436333,harm,640,450
harm-154.jpg,439.4093079,171.901528,520.0954654,229.5840407,harm,640,450
harm-154.jpg,408.8603819,227.2920204,493.6336516,303.3106961,harm,640,450
harm-154.jpg,252.297136,137.5212224,364.5644391,226.5280136,harm,640,450
harm-154.jpg,177.4522673,239.8981324,253.0608592,304.0747029,harm,640,450
harm-154.jpg,234.7315036,289.1765705,341.2708831,380.8573854,harm,640,450
harm-154.jpg,265.2804296,219.2699491,347.3806683,290.3225806,harm,640,450
harm-154.jpg,329.4331742,255.5602716,418.7887828,328.9049236,harm,640,450
harm-154.jpg,356.5453461,182.5976231,429.0990453,244.4821732,harm,640,450
harm-155.jpg,411.2135279,85.7385399,490.5769231,311.9694397,harm,640,500
harm-155.jpg,202.4071618,70.45840407,339.4893899,228.3531409,harm,640,500
harm-155.jpg,170.1525199,121.8166384,210.4708223,261.8845501,harm,640,500
harm-155.jpg,235.9350133,211.7996604,308.1167109,409.1680815,harm,640,500
harm-155.jpg,313.1763926,189.3039049,454.5026525,408.3191851,harm,640,500
harm-155.jpg,196.4655172,221.5619694,251.2135279,392.1901528,harm,640,500
harm-156.jpg,224.0791027,120.5050934,272.4380165,147.7037351,harm,640,445
harm-156.jpg,346.8654073,271.2308998,397.4911452,312.7843803,harm,640,445
harm-156.jpg,215.7674144,155.2589134,286.7945691,192.2792869,harm,640,445
harm-156.jpg,160.2302243,146.1926995,208.2113341,176.4134126,harm,640,445
harm-156.jpg,126.9834711,169.6137521,187.4321133,203.6120543,harm,640,445
harm-156.jpg,126.227863,199.0789474,184.0318772,241.7657046,harm,640,445
harm-156.jpg,188.9433294,206.6341256,235.4132231,241.7657046,harm,640,445
harm-156.jpg,190.8323495,239.1213922,238.4356553,278.7860781,harm,640,445
harm-156.jpg,245.2361275,224.3887946,303.4179457,258.7648557,harm,640,445
harm-156.jpg,240.7024793,255.3650255,303.4179457,301.4516129,harm,640,445
harm-156.jpg,301.5289256,251.2096774,354.7992916,284.8302207,harm,640,445
harm-156.jpg,329.1086187,74.04074703,429.6044864,162.4363328,harm,640,445
harm-157.jpg,187.0853795,86.17996604,315.9111812,191.1544992,harm,629,540
harm-157.jpg,375.9687614,152.1901528,501.1269247,267.2495756,harm,629,540
harm-157.jpg,190.2945631,209.9490662,333.332464,329.5925297,harm,629,540
harm-157.jpg,89.89295964,271.3752122,270.9826098,426.3157895,harm,629,540
harm-157.jpg,319.1203649,265.4159593,427.3157002,367.6400679,harm,629,540
harm-157.jpg,145.3659917,168.2342954,219.1772162,264.040747,harm,629,540
harm-158.jpg,42.73317591,74.79626486,602.2609209,406.4685908,harm,640,445
harm-159.jpg,33.23671145,79.762309,337.3114778,434.1086587,harm,392,540
harm-16.jpg,199.92891,112.6986418,380.7819905,296.7351443,harm,640,447
harm-160.jpg,28.29371817,165.2801358,191.0526316,290.5008489,harm,330,330
harm-160.jpg,1.960950764,5.042444822,211.5025467,155.7555178,harm,330,330
harm-160.jpg,100.2886248,0,326.6383701,116.8166384,harm,330,330
harm-161.jpg,155.1895735,37.56621392,537.3696682,297.8735144,harm,640,447
harm-162.jpg,48.53080569,14.41935484,621.1611374,403.7419355,harm,640,447
harm-163.jpg,117.6009501,38.03056027,635.6057007,362.4312394,harm,640,448
harm-164.jpg,22.727797,36.18845501,609.5790081,360.7767402,harm,640,435
harm-165.jpg,97.55924171,114.5959253,206.3744076,210.2190153,harm,640,447
harm-165.jpg,277.6540284,52.74448217,412.2511848,152.1621392,harm,640,447
harm-165.jpg,392.1563981,98.65874363,552.7962085,217.8081494,harm,640,447
harm-165.jpg,204.0995261,136.2249576,372.4407583,267.1375212,harm,640,447
harm-165.jpg,269.6919431,269.4142615,392.1563981,363.8989813,harm,640,447
harm-165.jpg,364.0995261,208.3217317,468.3649289,288.7665535,harm,640,447
harm-165.jpg,119.1706161,239.4371817,260.8530806,353.6536503,harm,640,447
harm-166.jpg,679.7493812,820.2682513,1075.247525,1065.952462,harm,1600,1167
harm-166.jpg,5.491955446,568.6400679,191.6305693,873.7640068,harm,1600,1167
harm-166.jpg,92.62066832,515.1443124,460.9375,720.2113752,harm,1600,1167
harm-167.jpg,34.94751908,402.8862479,89.90935115,441.5959253,harm,400,600
harm-167.jpg,101.6141858,474.1935484,146.3979008,511.8845501,harm,400,600
harm-167.jpg,170.3164758,412.0543294,221.2070611,446.6893039,harm,400,600
harm-167.jpg,96.01622137,334.1256367,169.2986641,370.2886248,harm,400,600
harm-167.jpg,84.4783715,369.2699491,156.067112,415.6196944,harm,400,600
harm-168.jpg,305.7784145,89.41935484,410.0152818,201.483871,harm,608,342
harm-168.jpg,142.3094556,157.9354839,244.8042025,200.3225806,harm,608,342
harm-168.jpg,74.07640879,128.9032258,177.4422159,165.1935484,harm,608,342
harm-168.jpg,111.2416428,101.9032258,193.7020057,138.1935484,harm,608,342
harm-168.jpg,189.0563515,92.90322581,271.8070678,131.2258065,harm,608,342
harm-168.jpg,401.8853868,107.7096774,476.1795606,140.8064516,harm,608,342
harm-168.jpg,247.1270296,146.0322581,309.2626552,180.8709677,harm,608,342
harm-168.jpg,275.8720153,108.5806452,309.843362,145.1612903,harm,608,342
harm-168.jpg,212.2846227,127.4516129,280.8080229,151.8387097,harm,608,342
harm-169.jpg,85.42654028,261.8251273,210.5450237,358.5865874,harm,640,447
harm-169.jpg,376.2322275,147.6086587,475.9478673,243.9906621,harm,640,447
harm-169.jpg,209.028436,224.6383701,328.4597156,309.6366723,harm,640,447
harm-169.jpg,128.2701422,149.5059423,223.056872,235.6426146,harm,640,447
